id;englishTitle;japaneseTitle;startDate;endDate;year;subtype;status;posterImage;episodeCount;episodeLength;totalLength
3005;Sekai de Ichiban Tsuyoku Naritai!;世界でいちばん強くなりたい!;06/10/2013;22/12/2013;2013;TV;finished;https://media.kitsu.io/anime/poster_images/6592/small.jpg?1597699212;12;23;276
3006;Phi Brain: Kami no Puzzle - Shukuteki! Rätsel-hen;ファイ・ブレイン 〜神のパズル 宿敵！レイツェル編;06/10/2013;23/03/2014;2013;TV;finished;https://media.kitsu.io/anime/poster_images/7288/small.jpg?1408460879;25;25;625
3007;Kuroko no Basket 2nd Season;黒子のバスケ;06/10/2013;30/03/2014;2013;TV;finished;https://media.kitsu.io/anime/poster_images/7545/small.jpg?1597694878;25;24;600
3008;Magi: The Kingdom of Magic;マギ The kingdom of magic;06/10/2013;30/03/2014;2013;TV;finished;https://media.kitsu.io/anime/poster_images/7696/small.jpg?1597696766;25;25;625
3009;White Album 2;ホワイトアルバム2;06/10/2013;29/12/2013;2013;TV;finished;https://media.kitsu.io/anime/poster_images/7697/small.jpg?1597697263;13;23;299
3010;Diamond no Ace;ダイヤのA[エース];06/10/2013;29/03/2015;2013;TV;finished;https://media.kitsu.io/anime/poster_images/7699/small.jpg?1597697048;75;0;1800
3011;Yozakura Quartet: Hana no Uta;夜桜四重奏 ~ハナノウタ~;06/10/2013;29/12/2013;2013;TV;finished;https://media.kitsu.io/anime/poster_images/7843/small.jpg?1597696731;13;23;299
3012;Hajime no Ippo: Rising;はじめの一歩 Rising;06/10/2013;29/03/2014;2013;TV;finished;https://media.kitsu.io/anime/poster_images/7855/small.jpg?1597696860;25;22;550
3013;Tesagure! Bukatsumono;てさぐれ！部活もの;06/10/2013;29/12/2013;2013;TV;finished;https://media.kitsu.io/anime/poster_images/7912/small.jpg?1597698821;12;0;11
3014;Teekyuu 3;てーきゅう ３期;06/10/2013;22/12/2013;2013;TV;finished;https://media.kitsu.io/anime/poster_images/7980/small.jpg?1597698618;12;0;0
3015;Machine-Doll wa Kizutsukanai;機巧少女〈マシンドール〉は傷つかない;07/10/2013;23/12/2013;2013;TV;finished;https://media.kitsu.io/anime/poster_images/7617/small.jpg?1597698225;12;23;276
3016;Gingitsune;ぎんぎつね;07/10/2013;23/12/2013;2013;TV;finished;https://media.kitsu.io/anime/poster_images/7703/small.jpg?1597698288;12;24;288
3017;Walkure Romanze;ワルキューレロマンツェ;07/10/2013;23/12/2013;2013;TV;finished;https://media.kitsu.io/anime/poster_images/7849/small.jpg?1408462621;12;23;276
3018;Meganebu!;メガネブ!;07/10/2013;23/12/2013;2013;TV;finished;https://media.kitsu.io/anime/poster_images/7851/small.jpg?1408462638;12;23;276
3019;Gundam Build Fighters;ガンダムビルドファイターズ;07/10/2013;31/03/2014;2013;TV;finished;https://media.kitsu.io/anime/poster_images/7852/small.jpg?1597697191;25;25;625
3020;Yowamushi Pedal;弱虫ペダル;08/10/2013;01/07/2014;2013;TV;finished;https://media.kitsu.io/anime/poster_images/7700/small.jpg?1597696723;38;0;912
3021;Non Non Biyori;のんのんびより;08/10/2013;24/12/2013;2013;TV;finished;https://media.kitsu.io/anime/poster_images/7711/small.jpg?1597697054;12;24;288
3022;Aoki Hagane no Arpeggio: Ars Nova;蒼き鋼のアルペジオ ‐アルス・ノヴァ‐;08/10/2013;24/12/2013;2013;TV;finished;https://media.kitsu.io/anime/poster_images/7769/small.jpg?1597690599;12;24;288
3023;Tokyo Ravens;東京レイヴンズ;09/10/2013;26/03/2014;2013;TV;finished;https://media.kitsu.io/anime/poster_images/7359/small.jpg?1597696709;24;23;552
3024;BlazBlue: Alter Memory;ブレイブルー オルターメモリー;09/10/2013;25/12/2013;2013;TV;finished;https://media.kitsu.io/anime/poster_images/7722/small.jpg?1597699168;12;24;288
3025;Kakumeiki Valvrave 2nd Season;革命機ヴァルヴレイヴ　2ndシーズン;10/10/2013;27/12/2013;2013;TV;finished;https://media.kitsu.io/anime/poster_images/7698/small.jpg?1597698173;12;24;288
3026;Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru;俺の脳内選択肢が、学園ラブコメを全力で邪魔している;10/10/2013;12/12/2013;2013;TV;finished;https://media.kitsu.io/anime/poster_images/7846/small.jpg?1597698004;10;24;240
3027;Kyousou Giga (TV);京騒戯画;10/10/2013;19/12/2013;2013;TV;finished;https://media.kitsu.io/anime/poster_images/7870/small.jpg?1597697165;10;25;250
3028;Samurai Flamenco;サムライフラメンコ;11/10/2013;28/03/2014;2013;TV;finished;https://media.kitsu.io/anime/poster_images/7835/small.jpg?1597698412;22;23;506
3029;Galilei Donna;ガリレイドンナ;11/10/2013;20/12/2013;2013;TV;finished;https://media.kitsu.io/anime/poster_images/7836/small.jpg?1597699046;11;24;264
3030;Koroshiya-san: The Hired Gun;殺し屋さん The hired gun;11/10/2013;13/12/2013;2013;TV;finished;https://media.kitsu.io/anime/poster_images/8025/small.jpg?1408463277;10;0;3
3031;Pokemon XY;ポケットモンスターXY;17/10/2013;22/10/2015;2013;TV;finished;https://media.kitsu.io/anime/poster_images/7850/small.jpg?1597697909;93;23;2139
3032;Chou Zenmairobo: Patrasche;超ゼンマイロボ パトラッシュ;07/12/2013;15/03/2014;2013;TV;finished;https://media.kitsu.io/anime/poster_images/9112/small.jpg?1411156465;13;2;26
3033;Pic-lele;ピクレレ;07/12/2013;01/03/2014;2013;TV;finished;https://media.kitsu.io/anime/poster_images/9923/small.jpg?1597691629;0;1;16
3034;Pupipo!;プピポー！;21/12/2013;29/03/2014;2013;TV;finished;https://media.kitsu.io/anime/poster_images/8145/small.jpg?1597698612;15;4;60
3035;Nekoronde TV.;ねころんでテレビ。;01/01/2014;01/01/2014;2014;TV;finished;https://media.kitsu.io/anime/poster_images/10418/small.jpg?1423378995;12;4;48
3036;Malta no Bouken;マルタの冒険;01/01/2014;01/01/2014;2014;TV;finished;https://media.kitsu.io/anime/poster_images/11027/small.jpg?1433728245;12;0;0
3037;Future Card Buddyfight;フューチャーカード バディファイト;04/01/2014;04/04/2015;2014;TV;finished;https://media.kitsu.io/anime/poster_images/7795/small.jpg?1408462455;64;0;24
3038;Saikin, Imouto no Yousu ga Chotto Okashiinda ga.;最近、妹のようすがちょっとおかしいんだが。;04/01/2014;23/03/2014;2014;TV;finished;https://media.kitsu.io/anime/poster_images/8060/small.jpg?1597699135;12;23;27
3039;Seitokai Yakuindomo*;生徒会役員共＊;04/01/2014;30/03/2014;2014;TV;finished;https://media.kitsu.io/anime/poster_images/8061/small.jpg?1597697277;13;23;299
3040;BeyWarriors: BeyRaiderz;Unknown;04/01/2014;29/03/2014;2014;TV;finished;https://media.kitsu.io/anime/poster_images/10952/small.jpg?1597696635;13;23;299
3041;Nobunagun;ノブナガン;05/01/2014;30/03/2014;2014;TV;finished;https://media.kitsu.io/anime/poster_images/7771/small.jpg?1597698959;13;24;312
3042;Noragami;ノラガミ;05/01/2014;23/03/2014;2014;TV;finished;https://media.kitsu.io/anime/poster_images/7881/small.jpg?1597698739;12;24;288
3043;Space☆Dandy;スペース☆ダンディ;05/01/2014;27/03/2014;2014;TV;finished;https://media.kitsu.io/anime/poster_images/7910/small.jpg?1597697207;13;24;312
3044;Witch Craft Works;ウィッチクラフトワークス;05/01/2014;23/03/2014;2014;TV;finished;https://media.kitsu.io/anime/poster_images/8017/small.jpg?1597698188;12;23;276
3045;Minna Atsumare! Falcom Gakuen;みんな集まれ！ファルコム学園;05/01/2014;30/03/2014;2014;TV;finished;https://media.kitsu.io/anime/poster_images/8058/small.jpg?1597699148;13;23;0
3046;Saki Zenkoku-hen;咲-Saki-全国編;06/01/2014;07/04/2014;2014;TV;finished;https://media.kitsu.io/anime/poster_images/7375/small.jpg?1417531540;13;24;312
3047;Tonari no Seki-kun;となりの関くん;06/01/2014;26/05/2014;2014;TV;finished;https://media.kitsu.io/anime/poster_images/7761/small.jpg?1597697500;21;7;147
3048;Toaru Hikuushi e no Koiuta;とある飛空士への恋歌;06/01/2014;31/03/2014;2014;TV;finished;https://media.kitsu.io/anime/poster_images/7770/small.jpg?1597697981;13;24;312
3049;SoniAni: Super Sonico The Animation;そにアニ -SUPER SONICO THE ANIMATION-;06/01/2014;24/03/2014;2014;TV;finished;https://media.kitsu.io/anime/poster_images/8031/small.jpg?1597699183;12;23;276
3050;Nobunaga the Fool;ノブナガ・ザ・フール;06/01/2014;23/06/2014;2014;TV;finished;https://media.kitsu.io/anime/poster_images/8076/small.jpg?1597699031;24;24;576
3051;Buddy Complex;バディ・コンプレックス;06/01/2014;31/03/2014;2014;TV;finished;https://media.kitsu.io/anime/poster_images/8139/small.jpg?1597691840;13;24;312
3052;Oniku Daisuki! Zeushi-kun;おにくだいすき! ゼウシくん;06/01/2014;24/03/2014;2014;TV;finished;https://media.kitsu.io/anime/poster_images/8532/small.jpg?1408464722;12;1;12
3053;D-Frag!;ディーふらぐ！;07/01/2014;25/03/2014;2014;TV;finished;https://media.kitsu.io/anime/poster_images/8001/small.jpg?1597697487;12;24;288
3054;Ghost in the Shell: Nyuumon Arise;攻殻機動隊入門あらいず;07/01/2014;01/07/2014;2014;TV;finished;https://media.kitsu.io/anime/poster_images/8247/small.jpg?1408463943;26;4;104
3055;Chikasugi Idol Akae-chan;地下すぎアイドル あかえちゃん;07/01/2014;01/04/2014;2014;TV;finished;https://media.kitsu.io/anime/poster_images/8970/small.jpg?1410009953;12;2;24
3056;Wooser no Sono Higurashi: Kakusei-hen;うーさーのその日暮らし　覚醒編;08/01/2014;26/03/2014;2014;TV;finished;https://media.kitsu.io/anime/poster_images/7979/small.jpg?1408463121;12;0;47
3057;Youkai Watch;妖怪ウォッチ;08/01/2014;30/03/2018;2014;TV;finished;https://media.kitsu.io/anime/poster_images/8010/small.jpg?1597698790;214;23;4922
3058;Hamatora The Animation;ハマトラ THE ANIMATION;08/01/2014;26/03/2014;2014;TV;finished;https://media.kitsu.io/anime/poster_images/8057/small.jpg?1597698173;12;24;288
3059;Chuunibyou demo Koi ga Shitai! Ren;中二病でも恋がしたい！戀;09/01/2014;27/03/2014;2014;TV;finished;https://media.kitsu.io/anime/poster_images/7705/small.jpg?1597697697;12;24;288
3060;Mikakunin de Shinkoukei;未確認で進行形;09/01/2014;27/03/2014;2014;TV;finished;https://media.kitsu.io/anime/poster_images/8027/small.jpg?1597697668;12;23;276
3061;Oneechan ga Kita;お姉ちゃんが来た;09/01/2014;27/03/2014;2014;TV;finished;https://media.kitsu.io/anime/poster_images/8083/small.jpg?1597699000;12;3;6
3062;Meitantei Rascal;めいたんてい ラスカル;09/01/2014;27/03/2014;2014;TV;finished;https://media.kitsu.io/anime/poster_images/9024/small.jpg?1410010416;12;5;60
3063;Pupa;Pupa (ピューパ);10/01/2014;28/03/2014;2014;TV;finished;https://media.kitsu.io/anime/poster_images/7845/small.jpg?1597699250;12;4;48
3064;Gin no Saji 2nd Season;銀の匙2ndシーズン;10/01/2014;28/03/2014;2014;TV;finished;https://media.kitsu.io/anime/poster_images/7860/small.jpg?1597696897;11;24;264
3065;Mahou Sensou;魔法戦争;10/01/2014;28/03/2014;2014;TV;finished;https://media.kitsu.io/anime/poster_images/7879/small.jpg?1597699194;12;24;288
3066;Sakura Trick;桜Trick;10/01/2014;28/03/2014;2014;TV;finished;https://media.kitsu.io/anime/poster_images/7978/small.jpg?1597698082;12;24;288
3067;Hoozuki no Reitetsu;鬼灯の冷徹;10/01/2014;04/04/2014;2014;TV;finished;https://media.kitsu.io/anime/poster_images/8009/small.jpg?1597697600;13;24;312
3068;Z/X: Ignition;Z/X IGNITION;10/01/2014;03/04/2014;2014;TV;finished;https://media.kitsu.io/anime/poster_images/8030/small.jpg?1408463300;12;24;288
3069;Go! Go! 575;ゴ～！ゴ～！ご～しちご～;10/01/2014;31/01/2014;2014;TV;finished;https://media.kitsu.io/anime/poster_images/8092/small.jpg?1597699187;4;3;12
3070;Strange+;ストレンジ・プラス;10/01/2014;28/03/2014;2014;TV;finished;https://media.kitsu.io/anime/poster_images/8099/small.jpg?1597699186;12;3;36
3071;Wake Up, Girls!;Wake Up, Girls！;11/01/2014;29/03/2014;2014;TV;finished;https://media.kitsu.io/anime/poster_images/7774/small.jpg?1597698505;12;52;624
3072;Nourin;のうりん;11/01/2014;29/03/2014;2014;TV;finished;https://media.kitsu.io/anime/poster_images/7782/small.jpg?1597698572;12;24;288
3073;Nisekoi;ニセコイ;11/01/2014;24/05/2014;2014;TV;finished;https://media.kitsu.io/anime/poster_images/7821/small.jpg?1597694867;20;24;480
3074;47 Todoufuken R;47都道府犬R;11/01/2014;29/03/2014;2014;TV;finished;https://media.kitsu.io/anime/poster_images/8953/small.jpg?1597690616;12;5;60
3075;Sekai Seifuku: Bouryaku no Zvezda;世界征服～謀略のズヴィズダー～;12/01/2014;30/03/2014;2014;TV;finished;https://media.kitsu.io/anime/poster_images/8082/small.jpg?1597698244;12;24;288
3076;Tesagure! Bukatsumono Encore;てさぐれ！部活もの あんこーる;12/01/2014;30/03/2014;2014;TV;finished;https://media.kitsu.io/anime/poster_images/8172/small.jpg?1408463732;12;11;132
3077;Nyamen;にゃ〜めん;12/01/2014;30/03/2014;2014;TV;finished;https://media.kitsu.io/anime/poster_images/8363/small.jpg?1408464252;12;5;60
3078;Wizard Barristers: Benmashi Cecil;ウィザード・バリスターズ～弁魔士セシル;13/01/2014;31/03/2014;2014;TV;finished;https://media.kitsu.io/anime/poster_images/7898/small.jpg?1597699161;12;24;288
3079;Maken-Ki! Two;マケン姫っ！通;15/01/2014;20/03/2014;2014;TV;finished;https://media.kitsu.io/anime/poster_images/7275/small.jpg?1495847505;10;24;240
3080;Inari, Konkon, Koi Iroha.;いなり、こんこん、恋いろは。;15/01/2014;19/03/2014;2014;TV;finished;https://media.kitsu.io/anime/poster_images/7988/small.jpg?1597698125;10;24;240
3081;Happiness Charge Precure!;ハピネスチャージプリキュア！;02/02/2014;25/01/2015;2014;TV;finished;https://media.kitsu.io/anime/poster_images/8269/small.jpg?1408464010;49;24;1176
3082;Kirin the Noop;キリン・ザ・ヌープ;06/02/2014;13/02/2014;2014;TV;finished;https://media.kitsu.io/anime/poster_images/40818/small.jpg?1519193965;2;5;10
3083;Nyanfuru;にゃん符;22/02/2014;29/09/2016;2014;TV;finished;https://media.kitsu.io/anime/poster_images/9913/small.jpg?1483874501;124;1;120
3084;Porong Porong Pororo 5;뽀롱뽀롱 뽀로로 5;24/02/2014;20/05/2014;2014;TV;finished;https://media.kitsu.io/anime/poster_images/9547/small.jpg?1597691091;26;11;286
3085;The Legend of Huainanzi 2nd Season;淮南子传奇;03/03/2014;03/03/2014;2014;TV;finished;https://media.kitsu.io/anime/poster_images/11516/small.jpg?1447643259;26;22;572
3086;Cardfight!! Vanguard: Legion Mate-hen;カードファイト!! ヴァンガード レギオンメイト編;09/03/2014;19/10/2014;2014;TV;finished;https://media.kitsu.io/anime/poster_images/8264/small.jpg?1597698322;33;24;792
3087;Nandaka Velonica;ナンダカベロニカ;10/03/2014;21/03/2014;2014;TV;finished;https://media.kitsu.io/anime/poster_images/8324/small.jpg?1408464156;10;10;100
3088;Washimo;わしも;10/03/2014;21/03/2014;2014;TV;finished;https://media.kitsu.io/anime/poster_images/8348/small.jpg?1597691002;10;0;11
3089;Keroro;ケロロ;22/03/2014;06/09/2014;2014;TV;finished;https://media.kitsu.io/anime/poster_images/8129/small.jpg?1408463577;23;0;4
3090;Majin Bone;マジンボーン;01/04/2014;31/03/2015;2014;TV;finished;https://media.kitsu.io/anime/poster_images/8283/small.jpg?1476640012;52;22;1144
3091;Choubakuretsu Ijigen Menko Battle: Gigant Shooter Tsukasa;超爆裂異次元メンコバトル ギガントシューター つかさ;01/04/2014;10/02/2015;2014;TV;finished;https://media.kitsu.io/anime/poster_images/8377/small.jpg?1597691093;32;9;288
3092;Marvel Disk Wars: The Avengers;ディスク・ウォーズ：アベンジャーズ;02/04/2014;25/03/2015;2014;TV;finished;https://media.kitsu.io/anime/poster_images/8284/small.jpg?1408464062;51;22;1122
3093;KutsuDaru.;くつだる。;02/04/2014;16/09/2015;2014;TV;finished;https://media.kitsu.io/anime/poster_images/8353/small.jpg?1597690943;48;9;432
3094;Carino Coni;カリーノ・コニ;02/04/2014;01/10/2014;2014;TV;finished;https://media.kitsu.io/anime/poster_images/9080/small.jpg?1597690778;26;3;78
3095;GO-GO Tamagotchi!;GO-GO たまごっち！;03/04/2014;26/03/2015;2014;TV;finished;https://media.kitsu.io/anime/poster_images/8378/small.jpg?1597691039;50;24;1200
3096;Akuma no Riddle;悪魔のリドル;04/04/2014;20/06/2014;2014;TV;finished;https://media.kitsu.io/anime/poster_images/7844/small.jpg?1597698908;12;23;276
3097;Bokura wa Minna Kawai-sou;僕らはみんな河合荘;04/04/2014;20/06/2014;2014;TV;finished;https://media.kitsu.io/anime/poster_images/8094/small.jpg?1597697254;12;24;288
3098;Selector Infected WIXOSS;selector infected WIXOSS;04/04/2014;20/06/2014;2014;TV;finished;https://media.kitsu.io/anime/poster_images/8285/small.jpg?1597698057;12;24;288
3099;Blade & Soul;ブレイドアンドソウル;04/04/2014;27/06/2014;2014;TV;finished;https://media.kitsu.io/anime/poster_images/8293/small.jpg?1408464086;13;24;312
3100;Kantoku Fuyuki Todoki;監督不行届;04/04/2014;04/07/2014;2014;TV;finished;https://media.kitsu.io/anime/poster_images/8390/small.jpg?1408464326;13;3;39
3101;Seikoku no Dragonar;星刻の竜騎士;05/04/2014;21/06/2014;2014;TV;finished;https://media.kitsu.io/anime/poster_images/7877/small.jpg?1597698928;12;24;288
3102;Tenkai Knights;テンカイナイト;05/04/2014;28/03/2015;2014;TV;finished;https://media.kitsu.io/anime/poster_images/7966/small.jpg?1597698613;52;0;44
3103;JoJo no Kimyou na Bouken: Stardust Crusaders;ジョジョの奇妙な冒険 スターダストクルセイダース;05/04/2014;13/09/2014;2014;TV;finished;https://media.kitsu.io/anime/poster_images/8063/small.jpg?1597694909;24;24;576
3104;Kenzen Robo Daimidaler;健全ロボ ダイミダラー;05/04/2014;21/06/2014;2014;TV;finished;https://media.kitsu.io/anime/poster_images/8163/small.jpg?1597699144;12;24;288
3105;Fairy Tail Series 2;FAIRY TAIL (第2期);05/04/2014;26/03/2016;2014;TV;finished;https://media.kitsu.io/anime/poster_images/8203/small.jpg?1597696754;102;24;2448
3106;Mushishi Zoku Shou;蟲師 続章;05/04/2014;21/06/2014;2014;TV;finished;https://media.kitsu.io/anime/poster_images/8204/small.jpg?1597696833;10;24;240
3107;Kindaichi Shounen no Jikenbo Returns;金田一少年の事件簿R【リターンズ】;05/04/2014;27/09/2014;2014;TV;finished;https://media.kitsu.io/anime/poster_images/8310/small.jpg?1437006231;25;24;600
